"","SL87462_49","SL87463_50","SL87464_51","SL87465_52","SL87466_53","SL87467_54"
"ENSDARG00000000369",3.23971212989911,3.14657714086769,3.26059836823643,3.25389362301152,3.11560815805049,3.30844126198402
"ENSDARG00000000370",7.08413792419114,6.91372420734237,6.71541097388983,7.03057925038561,7.20688110207641,6.97695011727271
"ENSDARG00000000380",4.06293402723261,4.18191991538021,4.28452156036929,4.12473974796923,4.09407745800625,4.03912535806763
"ENSDARG00000000394",11.2472841187065,11.1379290218094,11.0282634238679,11.1019641782626,11.0917116415444,10.9798823947392
"ENSDARG00000000423",7.53841286891453,7.57964110817235,7.74295689908695,7.5328633933403,7.60066169677518,7.64232690834307
"ENSDARG00000000442",9.97516475810654,9.98538322670327,10.174379481128,10.091462282584,10.133956334552,10.2355193356263
"ENSDARG00000000460",2.91491303695414,3.10650086809506,3.0904312786559,3.17458821892396,3.02291618996681,3.10081616828677
"ENSDARG00000000472",-0.228932079888201,-0.277490133393381,-0.29997762734066,-0.299631681341403,-0.299568023335996,-0.275982984299845
"ENSDARG00000000474",2.23111974310021,2.27002790426208,2.33358876885912,2.29755142671892,2.29852605345095,2.47793486180084
"ENSDARG00000000476",6.39767920551659,6.31689047142357,6.00670880616124,6.44129530709191,6.05212187191273,6.01791815063407
"ENSDARG00000000489",10.1784360174761,10.1388332827286,10.3068295084017,10.249132451524,10.2327634382305,10.4532543693712
"ENSDARG00000000503",2.26218595871574,2.25624560265793,2.41646595616647,2.38701034291351,2.36834863283359,2.26059504240903
"ENSDARG00000000516",0.526457678843114,0.547888633596833,0.548195838949608,0.549702184842583,0.573145880866593,0.617225256753788
"ENSDARG00000000529",7.47058494610007,7.28494229189006,7.13875346769308,7.39497353361002,7.20540618342923,7.26167529809819
"ENSDARG00000000540",9.22044077354797,9.3994822914879,9.47121338796021,9.29862355445552,9.35906970534315,9.37081153394517
"ENSDARG00000000542",9.156457987678,9.28113296085936,9.33587025829274,9.08480787954196,9.20210277708657,9.10369400671885
"ENSDARG00000000551",8.66907317999648,8.48050965860637,8.20632137424839,8.64443321859267,8.63553191781426,8.24639287355988
"ENSDARG00000000563",5.23450473099874,4.7489397973549,4.88687311967983,4.61621712847495,4.66926665011987,4.8582755946651
"ENSDARG00000000567",8.29443656334582,8.07251540831499,7.91681782585769,7.90813966451353,8.01500103930587,7.88786042317058
"ENSDARG00000000568",8.16160050429566,8.02669774357569,8.00687525362238,8.10591006517679,8.12812014518663,8.03887046267584
"ENSDARG00000000588",8.78717005351369,8.67328160079574,8.57840158688931,8.71708168159191,8.48951634568554,8.49543620632069
"ENSDARG00000000606",2.30737862893755,2.30004855123378,2.3424202837252,2.36929392750822,2.34952812181821,2.4294173203792
"ENSDARG00000000631",9.43841421469833,9.2529088269775,9.28084716716293,9.24828722658365,9.31945395393931,9.18038039431883
"ENSDARG00000000651",5.53154948566774,5.47529123892142,5.50182217378729,5.63035982377892,5.52445008428816,5.40692156298099
"ENSDARG00000000656",11.0521154154126,11.2993402040109,11.5883213562124,11.3140133799048,11.3065629238186,11.4881923122286
"ENSDARG00000000666",9.32369733304368,9.42226035336005,9.41299832912911,9.38738626404777,9.18819621582523,9.35186763935605
"ENSDARG00000000690",9.96413597266554,10.0693331171425,10.3504801350845,10.147090982457,10.2666234833409,10.3624839494559
"ENSDARG00000000729",8.22012190377353,8.14844669159221,7.96403364300452,7.94030715553577,7.77779187853999,7.82888039683817
"ENSDARG00000000730",7.55633346782479,7.42709066935979,7.51781214923363,7.56461963265768,7.49755443754232,7.24754678315317
"ENSDARG00000000747",6.10788429139843,6.11953533697562,6.06979878879039,6.01398139234713,6.16616282512713,6.23709613984232
"ENSDARG00000000760",7.81549494671243,7.91313840797804,8.06856356201859,7.93844169867911,7.95588879110652,7.91934464630714
"ENSDARG00000000767",8.78604385700022,8.73730710072085,8.87518644654131,8.76007268420963,8.70980508869882,8.75433345835713
"ENSDARG00000000779",10.5955789298741,10.5980590072974,10.7153920547105,10.6176912032359,10.6575443067086,10.6941231879414
"ENSDARG00000000796",9.14206568377617,8.69628329994824,9.38261309761732,9.24542791268273,8.3672826148427,8.36563761107163
"ENSDARG00000000804",7.7672263748457,8.13979226538547,8.36031812098712,8.27438551812531,8.1267140510204,8.41429632590233
"ENSDARG00000000830",7.19964841344905,7.08032374191698,7.00907632534283,7.15342239052876,7.01280570003467,6.80072848207004
"ENSDARG00000000837",7.28367411456213,7.35634854335506,7.34031629806278,7.25180161293681,7.33332903430407,7.24216185803808
"ENSDARG00000000853",9.26334095729082,8.98500651918349,9.02387318753097,9.05459072396665,8.97226426853442,8.84915868502149
"ENSDARG00000000857",10.5211856232753,10.4456282952364,10.4977297735892,10.5946246627959,10.4836201933277,10.638846125715
"ENSDARG00000000861",9.90474859162552,9.77540512536086,9.51336526139617,9.80230056215108,9.70954176880342,9.49977961271895
"ENSDARG00000000887",-0.330883265060524,-0.33143208444608,-0.265062902213044,-0.331030147496839,-0.307313532948517,-0.307541758432426
"ENSDARG00000000906",7.89549094875349,7.92861497071663,8.34622237961968,7.8872001805974,7.88471020890123,8.10167864017162
"ENSDARG00000000935",5.75372773238298,5.52048334577172,5.41618702456958,5.60636386161861,5.57009373220138,5.52173330884928
"ENSDARG00000000943",8.26365578817627,8.0973536690133,7.75358295941005,8.11850134193949,7.88443934536357,7.75006597575944
"ENSDARG00000000966",9.575535215856,9.38153153580227,9.15335888578543,9.22761371290998,9.38701691375871,9.08321911289331
"ENSDARG00000001014",11.9255535294817,11.7849550260062,11.2716716710749,11.8622125445056,11.8063648718266,11.4103714073957
"ENSDARG00000001015",8.5917054971961,8.62584618948637,8.52140235298106,8.53913253089026,8.55187387336997,8.59063114749109
"ENSDARG00000001057",9.86338046119204,9.89170043026151,9.62202452425164,9.92939458119838,9.73505341202392,9.7117906087842
"ENSDARG00000001127",-1.46194362323533,-1.49872876744278,-1.49862228505615,-1.49810699081387,-1.49801335549011,-1.49810723809251
"ENSDARG00000001129",8.30706076281178,8.27154177485704,8.0225938020137,8.07778098608873,8.20933160655409,8.04155847762102
"ENSDARG00000001154",-0.307753580287392,-0.285801036071665,-0.308247021747445,-0.307904327828492,-0.238094429016571,-0.284298894631614
"ENSDARG00000001162",10.3381360781449,10.2694256313096,10.3288972539589,10.2487975460269,10.2041224410943,10.2175879793311
"ENSDARG00000001169",5.35501815199805,5.4269288702216,5.59123408315928,5.42655030111464,5.54954394143592,5.38027310978385
"ENSDARG00000001210",9.45625322928704,9.61265817330737,9.887313659572,9.68117343698645,9.72795552264624,9.79657289190452
"ENSDARG00000001220",9.9131025491285,9.7875454102897,9.51778391917779,9.74514438486707,9.81637072207438,9.48664622035608
"ENSDARG00000001234",8.10153716836609,8.14349945549281,7.92813188337963,7.93011552674529,8.0198615388138,7.95591491446674
"ENSDARG00000001241",10.9744162785854,10.7807887739503,10.6099016055477,10.74436940152,10.652967748068,10.4738459623296
"ENSDARG00000001244",11.1160121256514,11.0406658448525,11.0111069703581,10.9846828445661,11.1623984630333,11.0462770488736
"ENSDARG00000001249",6.87260044426625,7.03210846126107,7.15538136466203,6.8253345142856,6.95136200100242,6.9720228731655
"ENSDARG00000001259",3.22770874426958,3.36352884655864,3.29422733285291,3.32337074529184,3.36266922839695,3.36047600250121
"ENSDARG00000001303",11.240048507347,11.4022209954919,11.689404004164,11.4303395841073,11.3908082997449,11.5339193378992
"ENSDARG00000001313",8.58685893536011,8.57501633398616,8.93532646712232,8.64257243057727,8.7154587107619,8.70106411629676
"ENSDARG00000001354",2.24552891920878,2.24083691335528,2.38698941296444,2.39518560221223,2.37628131935536,2.35421716067993
"ENSDARG00000001414",8.61155822460636,8.54175452792617,8.64179146031836,8.4528748687764,8.5416452098278,8.61205564365801
"ENSDARG00000001431",3.70267514323103,3.64663768026553,3.76861927165506,3.66037678338142,3.81961784054271,3.69714850319602
"ENSDARG00000001437",0.0579870571883955,-0.0359224021212975,-0.035837255206301,-0.0117215849610455,-0.0353429177775129,-0.0117222268707086
"ENSDARG00000001442",8.82879865716884,8.58600458713884,8.30797450742606,8.58345801329932,8.49497205018639,8.52068798544446
"ENSDARG00000001447",7.80775038760637,7.83450310269475,7.82794495696587,7.71731589737247,7.81744248338833,7.79581563681106
"ENSDARG00000001452",12.33329553471,12.0332558482905,12.0674626773786,11.9901818817913,11.9448253748126,11.7283214957405
"ENSDARG00000001463",5.41511264278621,5.56439205614481,5.30772269047822,5.39203176628141,5.57806989783657,5.36858216249306
"ENSDARG00000001470",9.84703763242096,9.93331759494257,9.92348634141516,9.92572871360045,9.80422923339057,10.191878271554
"ENSDARG00000001498",5.19591440219388,5.15811793451637,5.44243674678963,5.24967153116139,5.50726158507503,5.34435409116693
"ENSDARG00000001549",6.30811716149106,6.04166297952759,6.07352820459491,6.13952950783618,6.05058748395226,6.13951346992967
"ENSDARG00000001557",10.0659317528124,9.9997298789704,10.0068036845866,9.9291892933402,9.91549863145749,9.87537074333874
"ENSDARG00000001558",9.45214660529037,9.32763764909069,9.22453699186448,9.38586005710288,9.40706844272466,9.21311093139595
"ENSDARG00000001559",1.1411686377308,1.09158763767696,1.04739571706836,1.07175802674535,1.16177008670108,1.07175716968863
"ENSDARG00000001572",-1.0264224731732,-1.02716541303778,-1.00445526712827,-0.980282700710883,-1.02659052172925,-1.02671224351591
"ENSDARG00000001578",10.3252399925751,10.4831572785954,10.7348025236756,10.4592944892214,10.5558399038105,10.6178176773787
"ENSDARG00000001621",6.57842349944418,6.61516550339457,6.59182181454549,6.55585710865246,6.52735339290646,6.64161187788523
"ENSDARG00000001634",9.60759830413477,9.55473740602814,9.5700238108893,9.51511730612509,9.55279956715062,9.51392170791125
"ENSDARG00000001656",10.5391185631484,10.7102337450415,11.0019856927755,10.671779161233,10.6463728943675,10.8251872246006
"ENSDARG00000001676",8.30618542856824,8.24575822084726,7.92250244381127,8.29616706681512,8.15283563298799,8.38611624776158
"ENSDARG00000001686",4.98748462323238,4.87210411941173,5.01372725500394,4.97716387778585,4.92913479291501,4.89799905818503
"ENSDARG00000001710",6.56807666413719,6.74676628076889,6.83342074409656,6.71245512790919,6.71273527258968,6.98748044891344
"ENSDARG00000001712",1.1880009291099,1.2259354894463,1.20570899784459,1.16396037315947,1.20985330478428,1.16395949484363
"ENSDARG00000001729",10.748996979119,10.635138839487,10.6024695618858,10.5337304995893,10.6014502951715,10.4809532265107
"ENSDARG00000001733",11.1890465545847,11.2428377808464,11.4174833882465,11.3448601394587,11.4440805304375,11.4307698008826
"ENSDARG00000001734",9.2538065643996,9.24017321377267,9.29838020676466,9.16816902300938,9.27761319483489,9.22746024394433
"ENSDARG00000001754",9.78453497269442,9.94287536167147,10.0641724104151,10.024885225925,10.1000806697053,10.1378207519575
"ENSDARG00000001760",4.5503065401598,4.57546996776252,4.55172315070922,4.51159220807678,4.49931075164046,4.69504247982503
"ENSDARG00000001767",8.08419017900149,8.2975585727309,8.5823751353262,8.43559442777969,8.48471205799068,8.53226182352041
"ENSDARG00000001769",7.83273487958476,7.63268030476896,7.29618475626774,7.62598326270212,7.74207839966291,7.5833685525921
"ENSDARG00000001771",0.440702144878447,0.391913291340779,0.369522438017378,0.439312612499983,0.370172132247712,0.393658244393168
"ENSDARG00000001776",5.82878897779112,5.64718521743298,5.71070284812666,5.68243518243758,5.63596548012568,5.58758913929104
"ENSDARG00000001777",8.21677656571085,8.04748400956578,7.78453514492767,8.05239556947164,8.0316083314115,7.63213787962952
"ENSDARG00000001781",3.92386546968446,4.05237184304355,4.13007750522399,3.98966647393414,3.97482488262952,4.08816841212123
"ENSDARG00000001782",5.30980599394102,5.54298903589636,5.77155116721424,5.67799386162079,5.55000332859776,5.64873790344624
"ENSDARG00000001785",1.54943759690526,1.4565694675285,1.49985092942294,1.48240851219529,1.4375092994435,1.4371399604031
"ENSDARG00000001788",12.4290803613918,12.5852398781907,12.699447076395,12.6033925729771,12.5980505975945,12.7149044014069
"ENSDARG00000001803",5.28517006522206,5.2838577895817,5.20170086517588,5.22748517438649,5.14627202176287,5.034738976654
"ENSDARG00000001804",8.4023147342566,8.49586927701773,8.74615367484726,8.40568557962878,8.58541236649616,8.62626967520768
"ENSDARG00000001807",9.35380051837988,9.05606199580337,8.8880136021294,9.27544376640765,9.24197173781609,8.92057413176468
"ENSDARG00000001817",3.58991050646274,3.39641276135615,3.30402605906844,3.42888392361766,3.29305809304321,3.39145058789686
"ENSDARG00000001818",3.79226815391449,3.74988549146666,3.72064472670409,3.66508799276931,3.63020026379334,3.50872569864648
"ENSDARG00000001825",7.34338723596824,7.42440061203899,7.67871794840122,7.64711138192679,7.84568651733648,7.80263545886527
"ENSDARG00000001829",9.76862905239352,9.59478494320173,9.62032741064567,9.71271053405531,9.60163171930443,9.65292728764053
"ENSDARG00000001835",1.88758871198178,1.87850296781401,1.85901296638746,1.84194290390669,1.84267310695781,1.8196541692291
"ENSDARG00000001857",6.80598676571807,6.54409002386791,6.21825878045576,6.62720143496384,6.49426745314575,6.31844270375942
"ENSDARG00000001870",3.06076156961984,3.08309543927752,3.02846991229381,3.16906412724672,2.99712167074388,3.03685103730655
"ENSDARG00000001873",11.2141425905799,11.1336333375713,11.1011556482303,11.1625906603257,11.0085344531242,11.0062101174664
"ENSDARG00000001879",11.0641235714258,10.8861732857484,10.613609999108,10.9132117522488,10.8818702672508,10.7331638395926
"ENSDARG00000001880",8.23349535788983,8.26629038329889,8.48605629039223,8.25916523525822,8.63791567505301,8.51617265208827
"ENSDARG00000001881",-1.49768358459307,-1.49849859256447,-1.48106418463313,-1.49789890332895,-1.48047688609381,-1.4978991418235
"ENSDARG00000001882",2.24971365258371,2.28818119849908,2.39047307157775,2.37844565114493,2.33796727276208,2.378442027642
"ENSDARG00000001888",8.3257170847138,8.05460928533962,7.94034828077626,8.04808067842056,8.03203146106843,7.99310505477101
"ENSDARG00000001889",9.75868632261735,9.64487070580602,9.19657313257074,9.52798944319971,9.24492409974954,9.24685202762985
"ENSDARG00000001890",11.0567551288623,10.7878417728516,10.4422074525766,10.745117924639,10.7092386532195,10.3538507911998
"ENSDARG00000001891",5.33637076007985,5.2112041101715,5.25244256990649,5.3365798179612,5.39773437869306,5.49659750360933
"ENSDARG00000001897",10.4825572539407,10.1994831714972,9.97270496663964,10.098621623848,10.0345813347363,9.89009528582034
"ENSDARG00000001898",8.43375996478287,8.56961007480015,8.86180687392178,8.51061226266078,8.59413275739835,8.67161671118329
"ENSDARG00000001906",2.3803775939206,2.39363079731483,2.4743568632891,2.35628771065366,2.50379395763353,2.4625416206916
"ENSDARG00000001909",5.59989512315478,5.73014145329969,5.74545101289013,5.63062448084923,5.67702312654187,5.60948438966964
"ENSDARG00000001910",9.66150108323797,9.91480965546542,9.92323214896887,9.96810268990492,9.99894113781923,10.1062347449546
"ENSDARG00000001912",-0.588677686037114,-0.590624087582412,-0.613082946509876,-0.589198535703682,-0.612754688762087,-0.589199110022457
"ENSDARG00000001929",8.5773368221748,8.38532163043586,8.37534388439917,8.65540362907722,8.72668206749081,8.53332838239524
"ENSDARG00000001930",8.2148514285349,8.00519127226665,8.03138104197358,7.94925712151279,7.90427421197852,8.0116477160454
"ENSDARG00000001933",6.34531656156279,6.2356825759479,6.39722895557236,6.51333879815002,6.26481683178618,6.45378332675986
"ENSDARG00000001937",3.51811363644662,3.42502390234638,3.34808085400573,3.51272346170834,3.56879396633389,3.61714233674148
"ENSDARG00000001939",8.27543882384804,8.26740400370657,8.25951137012183,8.27161211636202,8.41840942755204,8.26638906941034
"ENSDARG00000001940",11.17705740689,11.2675104745314,11.4068828563917,11.3130791717527,11.3044291406612,11.366147466407
"ENSDARG00000001950",9.93271006084636,10.1249193482037,10.5566611783315,10.2552645953519,10.3438497269388,10.4365713999159
"ENSDARG00000001953",9.35516103723958,9.32873947180992,9.32995967856792,9.56538033597494,9.33516477580149,9.18195968609812
"ENSDARG00000001968",6.08826466591528,5.92937074769302,5.5665637462274,5.81713392040495,5.82269349419631,5.76770574318712
"ENSDARG00000001969",8.89919800574262,8.79055124179955,8.81933117973252,8.72301727684907,8.84322238365082,8.83822884816231
"ENSDARG00000001971",3.44563966816246,3.58659572557112,3.45030084800181,3.35977664544581,3.59033354352312,3.58767206875805
"ENSDARG00000001975",12.4644078790398,12.3617164433177,12.6736222734897,13.0614374160706,13.0356042799717,13.0025831664733
"ENSDARG00000001976",6.3595796533844,6.47489732465149,6.69128663289198,6.42399803618498,6.6614585153927,6.49719341781345
"ENSDARG00000001993",5.24183374672613,5.43630072013691,5.56934940785044,5.38129268333238,5.42044428748718,5.48076695800891
"ENSDARG00000001994",2.80608491855953,2.73359246593956,2.63515585870166,2.72390956346756,2.74545509329563,2.64006202172386
"ENSDARG00000001999",7.14234862105958,6.70580597579352,6.46800757409295,6.69021479609845,6.67769696285361,6.42281474451978
"ENSDARG00000002002",8.12247349540578,8.22212458660038,8.494558013928,8.2583869685974,8.31269325749216,8.24256998990474
"ENSDARG00000002006",9.96056364327902,9.97864546055957,10.0941660755953,9.98455982421991,10.0730809770547,10.1244834621737
"ENSDARG00000002013",8.06095525546758,8.10049035091068,7.78411390678641,8.56780006988197,8.41230123582491,8.46479581902074
"ENSDARG00000002016",9.19938437768054,9.31567025552433,9.49722674570195,9.31900413687297,9.36442596049117,9.42657239090143
"ENSDARG00000002020",7.63053649751723,7.35529982565455,7.35959196204128,7.3967768507518,7.29947799883434,7.3016818240154
"ENSDARG00000002021",9.52764360297977,9.63826625242675,9.5318617282427,9.53193363867494,9.45423577971827,9.30717621245653
"ENSDARG00000002026",-0.241892032182714,-0.267452217194348,-0.289924518309667,-0.289576587685971,-0.265711762041994,-0.265943105721431
"ENSDARG00000002031",7.70955201984273,7.42846457278598,7.15470599834828,7.39904259257378,7.24148306754839,7.07359615126299
"ENSDARG00000002037",5.45796467607879,5.58766013264841,5.4310384155817,5.43492943032536,5.47388813007379,5.62422832621646
"ENSDARG00000002060",6.37512303228999,6.29591102724003,6.2492903851917,6.38930165553689,6.42444159676931,6.38928460307029
"ENSDARG00000002071",6.65997593054495,6.43437133254916,6.25568950868395,6.64949078152855,6.56005934078932,6.56004071118456
"ENSDARG00000002077",7.49569915202635,7.61400696174047,7.72747317235805,7.56057806693072,7.46792848380482,7.61478529378343
"ENSDARG00000002082",11.1816706008474,11.0206144593264,10.7311814569138,10.9869564133545,10.8209125736132,10.6942444410187
"ENSDARG00000002084",6.13660077433261,6.00290767622025,5.7445308544168,5.94419477039075,5.81933447997529,5.5941812523185
"ENSDARG00000002097",6.38600826827448,6.44816805741919,6.59177027984693,6.63524434947648,6.8581373439289,6.72798579479221
"ENSDARG00000002127",8.79555016617232,8.57314296411349,8.47981100959364,8.53639480285303,8.55135493847115,8.50722984659287
"ENSDARG00000002128",8.27565606448603,8.20550399839152,8.16442240661833,8.11090733744174,8.12759453821585,8.02096595849326
"ENSDARG00000002131",7.86311399776585,7.73831803315136,7.54573089530543,7.77061160382845,7.66573773761832,7.81109913585776
"ENSDARG00000002165",12.0676036905107,12.2622989457139,12.4830690476376,12.2205179373378,12.2501438411762,12.3938493421247
"ENSDARG00000002167",4.4294579255239,4.52397411481876,4.35783779232016,4.46619302382339,4.3617214122872,4.42144134448542
"ENSDARG00000002168",9.1034054885292,9.10384503159082,9.09682448909272,9.04223554114808,9.01195567682114,8.9918405300723
"ENSDARG00000002172",5.22452880535081,4.97402440232224,5.01590872938743,4.98931152276557,4.86825365026237,4.92185187644847
"ENSDARG00000002174",7.83772177839483,7.83152559250116,7.91948827171835,7.70390167825583,7.84364734814713,7.82558657743889
"ENSDARG00000002184",9.4664308132849,9.51701477303046,9.50076086238752,9.50346620315333,9.52736731355831,9.53114917932855
"ENSDARG00000002190",11.5516776009529,11.7796262322155,11.8795836093164,11.7791734861688,11.8690845844996,12.0267125457547
"ENSDARG00000002192",13.2006734886636,13.4398811557854,13.5105235401495,13.3867544930708,13.5109899133894,13.6359707244248
"ENSDARG00000002194",2.06807332733626,2.14796868136584,2.08618020909756,2.21639427682709,2.17704899275024,2.15493623965554
"ENSDARG00000002196",9.19517228114816,8.9872241151871,8.94227563102764,8.95485504723969,8.87934405168027,8.85440335037543
"ENSDARG00000002197",3.65990711992432,3.8020388132282,3.73734889712559,3.75005733358311,3.83951137384428,3.88542737402416
"ENSDARG00000002204",4.80648745859037,4.00216289014535,4.0050172765261,3.91693077598487,3.91892040579136,4.18158941432218
"ENSDARG00000002210",7.57504868006108,7.71676952580345,7.89341295732934,7.76889704879243,7.74132857151022,7.85244299800888
"ENSDARG00000002213",7.29523797306221,7.14756795891016,6.75302051754237,7.01056086758204,7.06541543265358,6.85331115980052
"ENSDARG00000002215",10.1489885309865,10.0375110705969,9.92620273867005,9.86187922691861,9.83800304395701,9.82831370153064
"ENSDARG00000002216",6.31428384244158,6.11922711561263,5.86086785830348,5.8802697732763,6.01834265303167,5.97637130137707
"ENSDARG00000002217",9.24120667243628,9.36291551201538,9.48386877437237,9.4679022068244,9.57902989254009,9.60303366342639
"ENSDARG00000002220",9.11763810149222,9.14376167737013,9.37089462374542,9.13766197763349,9.24205450925705,9.23882236957615
"ENSDARG00000002230",4.62412160910079,4.37188172176509,4.36082432807403,4.36363175205641,4.2147527148233,4.29901331451194
"ENSDARG00000002231",4.70217256212259,4.78242168561573,4.57189039403967,4.69288722048368,4.76468443757557,4.49362937173974
"ENSDARG00000002235",12.513908047814,12.2400244897778,11.9190479001648,12.0919980991289,12.0944106644279,11.7384037047184
"ENSDARG00000002240",11.4813382710131,11.4157692992041,11.7866029629504,11.546117646033,11.6189712630813,11.6186805683966
"ENSDARG00000002249",7.35783308256414,7.32050498472351,7.32903768579906,7.33540984594841,7.25405969686321,7.37918578456415
"ENSDARG00000002255",5.03083864132414,4.76076101050383,4.5925269829034,4.74579887972665,4.79153468336142,4.62587605927803
"ENSDARG00000002259",3.7891711468215,3.74657037294248,4.82216226192938,3.59531209629555,3.84944135123195,3.62057372465625
"ENSDARG00000002264",8.09450644731421,8.08539915405819,8.16758018537465,8.10377043252532,7.93996266138234,8.04864213103738
"ENSDARG00000002267",9.40958238599405,9.4510164474733,9.51379351166137,9.40415763516933,9.44886845822364,9.42288304522926
"ENSDARG00000002271",10.380764878357,10.2076312934605,10.3512368552366,10.2560281524039,10.1608867687506,10.0002643872032
"ENSDARG00000002285",8.37873748929328,8.32649561053238,8.41152583037338,8.14817998562053,8.22673807314881,8.23484151513478
"ENSDARG00000002293",9.31395454167182,9.39870392498781,9.27947013336289,8.90956902996574,9.03161006557566,9.14969465192473
"ENSDARG00000002295",-1.49777889112238,-1.49860819215721,-1.4985036912678,-1.48036232597336,-1.49790609308041,-1.48036256865048
"ENSDARG00000002298",10.0347927769654,10.3045730425837,10.700935016756,10.4174152280674,10.5237755543632,10.5852884420289
"ENSDARG00000002299",6.21135856040364,6.00141647417776,5.69806434163674,5.96433054140496,5.97017612862509,5.85139501273817
"ENSDARG00000002300",2.7447850794994,2.69245069051361,2.71458156857777,2.82346966699986,2.91958511573301,2.78345630926792
"ENSDARG00000002304",7.43125255900432,7.69166745072208,7.78012723423709,7.76479355606366,7.61387495965575,7.90838897056786
"ENSDARG00000002305",10.7684879128241,10.6854956654046,10.7408802636677,10.6321769463417,10.778125830723,10.5296137695302
"ENSDARG00000002311",0.766749005143457,0.717785923769339,0.695452696884802,0.742746921042695,0.743198110187507,0.742745731731083
"ENSDARG00000002330",1.72468005164073,1.74295384543211,1.76531044520743,1.79133258042328,1.76998555458399,1.87526702167465
"ENSDARG00000002332",8.951249313734,8.71342356835896,8.51725228748976,8.75192604432539,8.62925258098866,8.55540604785898
"ENSDARG00000002333",4.80817962031184,4.73217602799825,4.749899057441,4.65630743476013,4.73345442407957,4.85019655762979
"ENSDARG00000002336",6.74479751683762,6.72647791042196,6.51996081317591,6.61633210647825,6.56921477495565,6.4069497890801
"ENSDARG00000002339",7.51949787284507,7.54295976732025,7.79196077015209,7.67722987949074,7.74925655529923,7.6989925585369
"ENSDARG00000002344",13.838918998589,13.6941722269263,13.674745158208,13.7552568707741,13.6936720783618,13.552753816757
"ENSDARG00000002347",0.00499245048260327,-0.0206007179225328,-0.0203327367882415,-0.0425839336643255,-0.0425083418774262,0.00402986892395103
"ENSDARG00000002353",6.97325781225347,7.0033427231059,7.13843973271946,7.15593501502664,7.07874159035325,7.05056266126354
"ENSDARG00000002355",3.18689134036938,3.20702208996926,3.11541475421103,3.18256898178963,3.20355998339857,3.20163152275543
"ENSDARG00000002362",10.4086188876602,10.2940327145553,10.4072766384071,10.4427237086641,10.3371897908765,10.2724531605962
"ENSDARG00000002365",9.37837691863841,9.44692747433106,9.56134696697974,9.3327538017913,9.27026359109996,9.19602469981707
"ENSDARG00000002369",12.9934283838589,12.8126523075396,13.2178289604111,13.2793026056154,13.013792926277,13.0418202998058
"ENSDARG00000002377",7.07568404364303,6.8825012510392,6.94008857531936,7.03242890729155,7.01856210178658,7.0006470225595
"ENSDARG00000002385",8.26266579915911,7.97346500310073,7.59417712581704,7.95745186284003,7.82850813153587,7.71833096747635
"ENSDARG00000002391",9.46241205123403,9.63575842234304,9.79721099556522,9.53975170372291,9.57606765627804,9.73504453438873
"ENSDARG00000002394",-1.49754216219841,-1.49833596191579,-1.46447453470737,-1.49775187787934,-1.49766391880319,-1.49775211016776
"ENSDARG00000002396",10.0038047320926,9.92734939809963,9.81217676938716,10.044104064714,9.93446025070346,9.88864025403451
"ENSDARG00000002401",11.133750027093,11.4152688384576,11.6553268029425,11.4186948092118,11.4881242691267,11.638486764616
